company,taxi_id,is_electric
Blue Ribbon Taxi Association Inc.,39b439b4af750a75fe584cb64d2bf8a20032149238ccbf71ab6647a88b9a30f23b874632445d0361d308b9202f1fcb0fde4f4ba0313235101725d338ae0a287f,0
Blue Ribbon Taxi Association Inc.,3a0e778508af307940210b770e8840e415268a6063c5088201ab747ca6959483d19bb820eee3b6d0a2a9e1b7bd5a8cb10cc0ad6da975d783a2daa841d4021b50,1
Blue Ribbon Taxi Association Inc.,3a441392e14ac7b28972c08ef18b903b58f73a81e73e10e4d718acc469915995fbfcdf7417e92b2ef0bc0dd83e6f513a2c59bf4c1ec462e5597e1883a0843e55,1
Blue Ribbon Taxi Association Inc.,3aca3a7b083a44e1120981e53fa0e59afab7f01786ac2c239d6625b7f1f51ece25ca67c5c5aff7f8426a2fed917f96e397bcf854ba7ffcd9b30b495b1c817b9c,0
Blue Ribbon Taxi Association Inc.,3ad82adc75feb63c603c359465372bd5cdc54745f6cca38a297e0b037da7e1e4351a16c8642d4329ff9553ff9c0ba8da493917a5ca40ccb186f5edc8402ad76e,0
Blue Ribbon Taxi Association Inc.,3b17f7999c4e8f48ddc9cc40bf120912e261216728c6165dffc50c44e87a2167c296b5a94f37e9dc637d555c0128fc9c66eb94abd820a06042cfe827600e477b,1
Blue Ribbon Taxi Association Inc.,3b4da267511934cb42da9f200f346b4719f5d5d761e0a5f4df04bca3dab7b1eda6929cb7c0f134df62fbba37532fb856eae192d07cf0dfcb87f261977ad19ae6,1
Blue Ribbon Taxi Association Inc.,3b5ccf9479decf48844e1beab2b5dba14e75c17972c396425a820a2cc8fad90f5eebf0baf03afc3b9ed00dcf95b7dad419c878866c88b8a807be61b536a7cafb,1
Blue Ribbon Taxi Association Inc.,3b86c03cd64ec59cb1503651175a37f83a1a5320a7b0ff6bd241bcfe8bbd9ef70923c4996fed92ca749e765411b23fe5749e2e445b00ba1850f85f1c57af86da,0
Blue Ribbon Taxi Association Inc.,3be6539c6e8a5c91f933c43f9460b89b2becee28637cd6cc392e5b152809beb822e4897af71c82ed37d21c02411153e20889265756e76878831467d20df375ec,1
Blue Ribbon Taxi Association Inc.,3c254a7c208d503e8b76ad53d05f3f829323146ad8dc4e6d4f229c90ff6b6ffe9a3e0f7198ce0fa1080b48712db325fb11e97b8fc3bff125faec28fe6cbe2678,1
Blue Ribbon Taxi Association Inc.,3cc07933fdf2b81d7ba8ad2e7eff9b52c2a427e45ead572315b496f23fab3cbd86f605301f9e1dd05f96a35529f9ad6f0bd416d353e56d3a10d65852957b0a4d,1
Blue Ribbon Taxi Association Inc.,3d4d650b0b10ca90ad2b4ac59a5f5b5f6d7bec7485211b2a41f1f63c5b83edd5b2efb7bf7290bddb0ddd12a91d0c89738767d70f47cfb1689686936a376031db,0
Blue Ribbon Taxi Association Inc.,3ea08949737f0a89d4ec07caf7f1ce666843a645100ef62453e2462ed172ee3e581c381564c5a090f3216baf39a80c951b47eca303ac4521267e96c818c1cb83,1
Blue Ribbon Taxi Association Inc.,3eb2f3050b0185e0bbce0833362d3edde6d3bd44a4d39a601a059d317ed3d7ef5446256244b331436bd631c2fe4e0d5a25b7eb97d68b4187931ce14ee8cf2ce7,1
Blue Ribbon Taxi Association Inc.,3f2bfdbb4c8687efc1618f15effbc93f8f04b12d712e38eb50122901937e5564ba654f42b7808a0f6b8ac0ac22de43db0ad4b192bc40d88c096050042667d8d3,0
Blue Ribbon Taxi Association Inc.,3fb54b9070b703bd28358e704311d7fe8afb69508816544c97c992883d78682ba494be48d5fdea76cf1844cc974b0d2354841a481109920b0f7ea9632d681e14,1
Blue Ribbon Taxi Association Inc.,3fc884f85502edb774458a292f930240e1c67ca4acf02ff75e52dd29adb92c700328465bcfb0b2da37c403bda90abffa79e40683142f41b868cee399a4d18244,0
Blue Ribbon Taxi Association Inc.,3ff210dd510e29474c49f901fafba9a7e14801f19e40b6430cf59879ba55ffa030a0c373dfbf262956dcc8957b56c7af8d26a8f6ea62843fa90632e0a5a83aa0,1
Blue Ribbon Taxi Association Inc.,4001d6fc76fe3a71893de1de252a2dc07252f72e7869580755891b07b9725dda84847dbb0cd96eba5d66194f6fa232c7de105592c5e13e107dc32ced89edd1b4,0
Blue Ribbon Taxi Association Inc.,407542e6684d76cc8a3206e6fa2acab414e22135d07d28d8eca6f65d2875be8aae6213b927875238869bda817f81051c5eab968254f60bd99217201ff8c488fa,0
Blue Ribbon Taxi Association Inc.,40db07b533cde154a7913e220766c1458ca5340c974a9c1854acffe86d7ae304cd7abfc942b411a4657126cfe207e05d4fbdacea9de1b90332cb06a5170780fa,0
Blue Ribbon Taxi Association Inc.,4186f274fa268efc13492071bcf3a5c918e1fa5e9c965c9cf2b68ad1c4ce943c373e1c91705223b0f6f294ad4ba7e496adb4d1c0fdef25e5253183e37fa4ead2,0
Blue Ribbon Taxi Association Inc.,41b52039f81d93468b1686459508da86e96d96e6c8d71576ff435da42e98887803fdf9c598ffeecfc8b33ace5fc07c728aec1a2aa11dd5bcdbebc70c407c593c,0
Blue Ribbon Taxi Association Inc.,4227951e0b730645c34ef273718eb41afb843f7bf33bc4a3023df2fff8be695f21790b4050b0318c85e5bc175dd9c7d8e763a0a958e44f5bdadd3ddc970b55b8,0
Blue Ribbon Taxi Association Inc.,4227cf21a6b6d7ff6d413c5b59191dfb27b632f4cacd50a1497e801df31e09b0ec1e6ca3d232b914008482d867c130df6e2dea30b6bb8c4080de2bf7fea9d202,1
Blue Ribbon Taxi Association Inc.,43656ee5cc4d2b00345e0355b6efcc18ed5ac0a327d0da9ec33e257103d856bb096ea965651845f71607dfe36385823cb97c760782ae1eca765dc46294d06d1c,0
Blue Ribbon Taxi Association Inc.,442134e4c597d22cd585228e67c36eb8eb182c78fa9f869bbfd04c4dc7f3f0290485fd333894857a59ae2c71c4d627c4a46c48649c75efb68d05b886a98573a9,0
Blue Ribbon Taxi Association Inc.,444a10db2a60293aca7a7e53b6a65bfae2fb054d213226f6ddd3e4eba2e07337343a8d960f17bb06ce632559e34c5675702128574408646ca06a3b681cee00f3,0
Blue Ribbon Taxi Association Inc.,444ce3a352ba1369fb7d399c40d708a2ac1645cfaa728d9f85e35fb5efc29f3c0efa043a3f49374068573713ed65e919af7accc389e926d9b98b4fcfc1d3f236,1
Blue Ribbon Taxi Association Inc.,449c5d9294a3f9abf2a5d735a2fe0d5d1015f70a610e076a460e17c86a1be93d44ee05d4bce34a42ea790ce5568854de0ab2a0f2a3e3e4f132c517f96df27969,1
Blue Ribbon Taxi Association Inc.,449fa4909552757130d09d98ebc7770e2dd94579036b0e1958f92577ffc9fd6deca97bc1f229d2700865ce12b54d454ba96f973077386210ccbe44bfb7aac317,1
Blue Ribbon Taxi Association Inc.,44c1eea2d4766b17bf5c76c698ed52edefb028fcc4632f6aadc0c58dcbb38bc83c52d9c177291670dfa46494b112cb7f4cd38bbd84e099fad3663a1d51b866ff,1
Blue Ribbon Taxi Association Inc.,456d3c1a5bbadb4c2a6d36bbe359d744914f368595269edacdbc4977f7304f4d3135a18c9e6f47065ef45bac2eaa7906790360bc6f21016f081c658ceaf72153,0
Blue Ribbon Taxi Association Inc.,4594304ab7ce0e59962a1e225f252a1b2d0c383d9af2cb73bc9d4be2a17cd3745bad0d561c3d344687d8b912ae60054431e2dc765b3b2fcfc1603c59461abea1,1
Blue Ribbon Taxi Association Inc.,45a4ab4755e3c62bd2f587173e2931429758dc44c658678cfc6c0a0ee99bbca254c562b9e0007ec51562b58d85c97d59910080b1f4cfb75ed1914dfc0ab65b05,0
Blue Ribbon Taxi Association Inc.,46182a244f8a81ba3c58545e7259ffe8ce0ade1911da253e50d725766538384b0b8cbba7126e87e8aa77db2f1f13a22b953b5476b0cc7fd28d9c49f9842253e8,1
Blue Ribbon Taxi Association Inc.,466d3da29f8bfe40bb8c4bbf96621d8d545c045d50d5958fd7505318a1803ab6f21aa39f0b56b4817453e47a5a2506cb80f0650eded81b233177fc1c51060bd9,1
Blue Ribbon Taxi Association Inc.,4686819f6124b6c78dfa37266df9dae85c093ba2d24844d8718f9ddaf90f6f6b09cc065477c6968f0ae22c8d516f5a63bd524558a02e967bc66e48929b2b4a26,1
Blue Ribbon Taxi Association Inc.,46b23d509813329c067fcaaa87708e5e0f3dda7ab1b4d24e027b5ebc033e313526ec8c406b4ed84eb7e80f7e899d6c7d84ac288da67d9281b956ae92b2c08d03,1
Blue Ribbon Taxi Association Inc.,47050de96192003df05e2cfa24872adc4c174e95a5dac3f11023446dba09f61c853219af5ce8286dc1b0868b530abcdd9530d1f1bdbde2fd8660a3eefa9c4ae2,1
Blue Ribbon Taxi Association Inc.,4794c36af4c1852d90b5c8cf5f9f6cd38a8b9c1b68cf486e38a89f60c9226e0987ee8529cb2d550ff6c91ec8ff59e3b0607eccdfee8405f0edeb31023c1b50af,0
Blue Ribbon Taxi Association Inc.,4817f808a7d8f853a241652c1ed615dbdad37715fe19d886b0c76d753dcdb452bb11563c2d4721309c8be10e6f2d48afd39c84e6f8a61779ff3cfa394a95d02d,1
Blue Ribbon Taxi Association Inc.,485299324a5421f5327c141bd42091be7007124453d3f42e762fcce60576391540fe510f6fd8cfded241f629f77e95629242dc86df3ff7883b7dc47462c54894,0
Blue Ribbon Taxi Association Inc.,4864601f96d54f4cf49dbf644d3ed67f3d7298f0dec20b44e78856ef064208a70977d6706cdd904a2b5b4b8bbffeaa46eb489067260e1cabea91a0663002c812,1
Blue Ribbon Taxi Association Inc.,488f74778b200fa256453e785aceb902249139d4880bc1779e356c06b38f3c5e7a8a77ad920f3a40883aaaa81baa970cfe70c83c7b11d0344836f9b32b134822,0
Blue Ribbon Taxi Association Inc.,495daeb5b9b828fe144f1e703cb54883d8284339f3a23d26e440a3670ef753a5583bd8a392aa3e4941b06c5529da579ee2942f2baf668af57a6716449b822dc1,1
Blue Ribbon Taxi Association Inc.,495eb0e6424907e660b146adfc456629abfc24e25075c51610cc607a576148d8f0d962e989254bb77fdd49035f78518236acbc4aed202001de4d9f7b2ede208a,0
Blue Ribbon Taxi Association Inc.,496984c9ce5dc09c7c52eb2f7b5c84796c84c53ec19203a1f00f5f31c1bdcc7e30a29d5b7e2ac3b19fc293ac1535cd715a150c58cfcd4db37dcb23138f82ca64,1
Blue Ribbon Taxi Association Inc.,4a18c01dccc5822b58fd5a4d2a42f133b349fbc1ed2dc2291ea63f27cd11065f05bb29f34dade26d2294fd86bcbfa5935a09df8a3e99814fe4966f6dcb071494,0
Blue Ribbon Taxi Association Inc.,4ab868a2a19b95f50f355eb8d0d7638f1912b37f49ebd6deca91696b266717dc6b84976b5e3ce8aad5d49348a77ff2e85add22300dd3ac854814356fd8a8e9eb,1
Blue Ribbon Taxi Association Inc.,4ac9ecb94cd4e0b088201253f32294e0497b05f0da719cefe05776bea96c854d6b509b738258cf786fdb46fed2ceaf5576caffe28e867f5d34e5a55cd5c40305,0
Blue Ribbon Taxi Association Inc.,4aea2e625ae553b6dcd2d4ff71a76a90a15386cca21e03d27be9f0ee9b3cd99384135215316d24365bc36c1003d206872c8e60de1da1c49cef797b0b2bbbe7aa,1
Blue Ribbon Taxi Association Inc.,4af59854ce6531f2b214cefdf3f55717b2bc35c3be91bad23af42ead971246c9d250c90fec0ba59961144c46a85c0a92cb75f68da9ee825ebdc9bcdf839df48a,1
Blue Ribbon Taxi Association Inc.,4b521ee042b8ac4785c2740c26ae75a039961139e63b3a9cdffa28505045ad7401a600a508cb32670c86944f93ec498cab35c813b6f4b61f82c3bbbf82f002e1,0
Blue Ribbon Taxi Association Inc.,4b7b2ba895006f3d5f0f01255366877d8297f05ee600c50db76bba4b971ff9c32853d1cce047e1f8ca103da3793afec9d85b3d9ac10959104844c13bca6c4f46,1
Blue Ribbon Taxi Association Inc.,4b92a02bf38d961c406e957edbe057dcafbd12d849d1363f940bcdc5221961d414acd4dea099a85e75ea61c55d6bdf0c9310b3482683c66d7345b7e719366022,1
Blue Ribbon Taxi Association Inc.,4c8b6783201bdc422fd78043aceeea92a005af4c37bba75557fec78e817ed60d9842b167724bc63a2dcd7368b4d467b0ed2da2025f36e7749fbf3d1e42735083,0
Blue Ribbon Taxi Association Inc.,4c8f99e1b5b35fc15c1ab721eabaf0a375a87d8744573e831a81844359e3cd9d6ee1550c7f25ae2979bd00e62c887813f3ded825fc39987776b2ed18caac0659,1
Blue Ribbon Taxi Association Inc.,4cbdaecdc6f7264ad262b71ffc555e1c5f4e5483d7975d1cc5be827f372458461519ed32c0c2b81b75aacef857cf3639eb92bd8fdb43f12831315c47c34c90e3,0
Blue Ribbon Taxi Association Inc.,4cd4a54e0f8a6c8430eadecaa39a991135644d861b33b569160b5a1fed0e260109152fce2683bc26e37e01672804438a28f6d8ae3db661337fec405c12ec5186,0
Blue Ribbon Taxi Association Inc.,4cf389626b3d1df35aef815a964571fd5ea7dddda01e56057b88ec6a8b80e20d5d9eb27e67fd25923feefbbf684cc9e003f51498d9dafbf7eb9c062415af5d8b,0
Blue Ribbon Taxi Association Inc.,4d613d4f99ab5db8946bcd944c2111a44fe25893dc3fcf48bcc52d2cca90aac30d872bc7dbc8c1d3a0f7e75dcb85be1ce89a32961c7249295bf78a34c350e0dc,0
Blue Ribbon Taxi Association Inc.,4dcbf823cafcd373eaa71d2041d5daca63ab8ef17164ef83e0f325085b62300691026490691734a02c542a0b3c4e2393d8a346b4e4e1e4dec8a9046e7eb04852,1
Blue Ribbon Taxi Association Inc.,4df2912dd50d4f329ca8bbdc29820405a25dab85dd752422ab4f51193fbccb1e163491a14d4cbb36adc4c8dfe78b8b50d2286555a61e45c8f29ea7828f9a8b90,0
Blue Ribbon Taxi Association Inc.,4ecfd5dfe736c290319189484af9fa4ca06dbbadf5585b30aa072ccdb8feacc7220fbc37eb4dddb0e3b8f29bf2f0a3971043dc1d310c4f340cd889b2ffc9790e,1
Blue Ribbon Taxi Association Inc.,4f189764b8d9b6f71f7936ab414cac07634be0a00790ca179f9460521b7c9c3e5e102f5ba4e1c9cd18cdd9856dbf4f66ae8f13d8c82f8d2d4872f74b96938a24,1
Blue Ribbon Taxi Association Inc.,523c7cc928410364869565991363b5412e81baf6c4dd6922e1ecbd627030f208ba6d57887e9ac93ec89ec62eeb0c3087fa5dc2adfda14488119694e15d03142d,0
Blue Ribbon Taxi Association Inc.,52f1272242edfdddc0a6d706a83104320f00aebeb20d63acefa17f6aca3781d85b66a9de853fb0ad73dba65a66b01a6c3eca8e4db547b35d09ab07b796b0f123,1
Blue Ribbon Taxi Association Inc.,5386b76b5418d11895d0e7303b3be997cb01016180700439754f60ac61e9a0339658a1bb9957a1d20236213443e35aa64a4d1bbe60d26512096ac32364bf7a70,1
Blue Ribbon Taxi Association Inc.,53b9f89457dbe76abd2c5d0d7f00e0c2bf48a1e10351227ba10721fa60a4007d2c2867e40331f1878efe02029995c699135a48bdffac565ce40c49684077bbf1,1
Blue Ribbon Taxi Association Inc.,542d49ee69b52076cb761576e01a298aba3e3cce4d70edd940f6b6031bf6dfd4fa190453a67d0a6c7b5a2e201919ce8321550cb527ca823bcfa5583850a33cda,0
Blue Ribbon Taxi Association Inc.,54a439b70c8a1f48a490f2c6018f552fbc9d99f25cbce2714f5be5fd4b5ea65e343a9f183386cd7c0566cf8760fe002b61c11a2a9c3fa9deeb6dcf38af7af547,1
Blue Ribbon Taxi Association Inc.,54fda80b28cfa29ae2fcd9bfee10b6ab21f4530e1d883a4424102d0f9ca161010ba9892faf5665ee2231e26c98e95f15177618e738f718c36dab3a8e27aa98f7,1
Blue Ribbon Taxi Association Inc.,55af2e70fd4624a43fea70121974c54db44c8e7582ce3dd39b4bb431e168dc7d495f6b2972fa39df8c9cb02c03191dfae28570c05fbd3b2a747bbee28b809172,0
Blue Ribbon Taxi Association Inc.,55e53aceec1519445bae3e8414b4cbf11e59e50800f714cb25516c34291d554c2ba07672216f547de35b0267f819a665aa338dcdf179330231047d7807a091f8,0
Blue Ribbon Taxi Association Inc.,567c4d46516a4e135fc8bf6677168690e8d884a94992070effb5df68c4f80b9c82dda9d9e5678753945dc1aae829887ba8ddbe28b6da1646d8a835ce22291979,1
Blue Ribbon Taxi Association Inc.,56fa0cfd5d48de0f0a607bc02e4681387daf6dca360281460237fab5a44be14c72ca9ab497caf3a312c509c430233460a056d11851be66a40a1d7d9ec31c7205,0
Blue Ribbon Taxi Association Inc.,57a9169adafb376282a6d5f76b099d3f26740df470233d793bed8bec578ed218d9e69f3b8e27a0f0e9972f3a43496eb24a1073c9373ab48d508f0f565eff156f,0
Blue Ribbon Taxi Association Inc.,57dbcc9d59c0730235c8d003188f5e4a109acd35a61266d030dc13c3e38e08461dac7e9dadf1ea0d5207443b8245e1cef8eddc2c8ca49077b014be60338269c3,0
Blue Ribbon Taxi Association Inc.,581465c8d367704275534be8e3e33de8b190485600447e63ad7bfa744749104b127b774b024718ee62ef188948dcbc3beb2f5a13b7ccaba68ac2d76916f31d47,0
Blue Ribbon Taxi Association Inc.,588bb3bdf78227acbf4850d0b36ddab059a5591f804567577bce7147df1c763240a804eae32b118281ffbe31be814948e433ecfee179bee751fd11f102d6365e,1
Blue Ribbon Taxi Association Inc.,589908a606c38f693dfa67e1b4a0e323d3e186b8c2e6adedf00102922e847a41f6429995001fa68f2a8bddc1f0eb42ef28b6203a26539497ff6f9e0005eb85a7,1
Blue Ribbon Taxi Association Inc.,58b1c31975c36cd531a400d3251e6e31d1ede876dce437cf9bdc3d52c34f7225b59a04b11086d90b898f9f430bcbde3da510ba2230f9ac4d60fa03960ab99efb,0
Blue Ribbon Taxi Association Inc.,58b84dbfd24a1b80b0cd6f1297fd9434948032b715b217dbdd9cf66340e43c39bda7bad5a62fa7c1de7b79076edd620175b887f11e8141d7baa1d50ade4077e8,1
Blue Ribbon Taxi Association Inc.,592d9655998836c88b0cc53787c6fd37e63c394c1b0364cb0df3fe2aef1f594f1e451b2c5af7880d3d6a7c3e155c7d2c813dd65794b3fd0fd5f1b75a95a4654f,0
Blue Ribbon Taxi Association Inc.,5972edb97ae53140d2e4cb8549f1527d9d93491acef5a2b8c2ccbc30d4547205d76ab83cf2a6fcb039263a1a31e4842cd1676be70fa07de0bda8543101c1079e,1
Blue Ribbon Taxi Association Inc.,5a83967c102690f1a980355bc94b39d3d3acc91d49a46e7c410f7433ae31a6a29e776569b2f89910028d582f16e588061652e2ae757b02beebdea73f8aeb35d1,0
Blue Ribbon Taxi Association Inc.,5aa1b2790d2fa6c1d5331cc3c58058cba4a8172ec2a70fbd21185452955698a2caf934e7f9fcd0354df03038c0756fa60dd8fce9518683f7c0bb7f40ccf5af90,1
Blue Ribbon Taxi Association Inc.,5bfb9541130de6ef19718fe402d5734e08bfd567afa2ae4121b6789671b69ea30152b8b3d505a9b8a6b9e210ff04f28790d6bc0b196a8e720cf01d9947825a63,0
Blue Ribbon Taxi Association Inc.,5c39175c6f2ea20ac65de7616667614f2edcf4a46106ac591d3359259c0db741452ad3d37ca1e9e61612a73b9db951bb87b8393bee7d1f5a58905100e49efa3a,1
Blue Ribbon Taxi Association Inc.,5d1fc06b06f0d7678c1f364ce36b626bd51e38809660f7ae02651d0a97941daee7b436c370f7dd11f9156f8172dfe7eb3d0a795e2b6d5e429d56e9ec2e6e6314,0
Blue Ribbon Taxi Association Inc.,5dc447efec0b9973e20cef8e1a16715fdb4e34c4edb4c51d447f267bcdc1f98d02afb0f7dcaf4fe6b949604f639219dc420ec07758cadd0c9a4954bc51461e69,0
Blue Ribbon Taxi Association Inc.,5dd81b7df64e4ed1b3f0311105ac891506dd7e1f69220cddc0f69cc697ce874214b0e27efffa5b085958a4be2b1865474eff8ef4a5cda3d6b9e044ed62e073c5,1
Blue Ribbon Taxi Association Inc.,5f195762627df7d5927bdf95fbcf28fd3f057b930be9e8487b478ede6693c47a5b637495f7bfbaaf8badf6f08d05ea1f2b08c594a4ff833a6047502f981d567f,0
Blue Ribbon Taxi Association Inc.,5fd8b845f0cc611d6d973dfa18565116716326401c94626a70f6ac4312deb5dbe386a3467af2315d9665cf6446d5b7c5277e1c6138d6713c7ed725c77a5db624,1
Blue Ribbon Taxi Association Inc.,6044d36156bafade2dca6aef43dfd1a8872acc87eda212a06dab876be6046ef67b7f0675ffbb5084df07183132330b66949b5c4b76833f8537af30d8691654f3,0
Blue Ribbon Taxi Association Inc.,612a23556a94593b3c2c66f5e675ed3cd024bdd5390e8d88172db020d8c2900c52c863873fc571d5a25cf042a0ede413244d5f95785d85885aa6ba00b0dc4338,0
Blue Ribbon Taxi Association Inc.,61410aae377ce13ded0724fa5b6aaa5b367d34e4835414f0e81d2b8be80e887b368e1d54b784db7d468e06fab6ae701fb693a4bebf17947384da6b9bfd3fe00c,0
Blue Ribbon Taxi Association Inc.,622df9ba4e2ac29d57e0a601f3895f4ed79e1d3c53ad276c0e2aabda467e9f84af74ca5b08301f3f23959a9198e153f9f811a510e24c668acffd2941329bdf71,1
Blue Ribbon Taxi Association Inc.,624e8f2a6af3b7f032d3c40d6f925f6fc5f0bf6a358ecc7d01503a55553689cf6b36732e7d972a664d2d55e928baadb5d5d387884a6b0cf2701453f45c14a7cf,0
Blue Ribbon Taxi Association Inc.,626cdd585f79a6edc840c5071e6ac0ba72539f065c3f50dd6b1794f62d8529b17cb130602ac7201e6b4301ad5dc91f986ddc6c57822d384f39940f503415a482,0
Blue Ribbon Taxi Association Inc.,62ea454f4d987ca24c4ac09d26bdcd520ab0ea897a4c774baba4e122b537bb502da27bcc34375bd9408d80c0efab7feea0aaa7c916296634ae9be2411c05c7b3,0
Blue Ribbon Taxi Association Inc.,63949ba2d780a63de1b6353ff7ad8a49ee5854e8c5c65e05af41f8fb481f27fa6d0dc9a79cc4f53416a8f852038942f3ca28ab1c7387cd51c284f809c86fd2b8,1
Blue Ribbon Taxi Association Inc.,6402a2d3cf9b333d2eaf62feec83db2da74b0c1f62b730ed3d9b5df482da2b81537f1ee7c9ea1c2894d0ee8b987ec8cb20b21bc315ee177231e861cb04c38866,1
Blue Ribbon Taxi Association Inc.,641c9356c873f4b5fb13d4b2f70d8b4d4b7b2c9805727284f91e0b267d95ef99815b3ecd18ed25b9daedb0ad0ddf0c4173e1d5d0ee99137b184a6f8c062f0b2c,0
Blue Ribbon Taxi Association Inc.,643105ece081d21a1b56ec1c30b03389c6b3b96e134e7809c3666dc4b8841c403409c4f2641ed1423384d97beb587b16c4e15614523e85c5d049849b667f55ec,1
Blue Ribbon Taxi Association Inc.,64563484294c90c6708b7a8c4d9618152780359329e0389ad80f3e67338e3fb25e8e487c525803f16273ed52b9d038881f65b0b3c6d556f7fb6ef76f43a59906,0
Blue Ribbon Taxi Association Inc.,652d97914d2176c6b1053a0b38c6cf255fd875f29e7b9b67555d369bcd57f1823a3b399ade60ba0f32c8462afcc6fb3903c1f2fd463ba5dc1b32af1f7a095616,0
Blue Ribbon Taxi Association Inc.,66f8216873a0600e21f062160013aca41bc164549226a71f74b19054b0fc65384574bcb40fcf380bee86b450281c9ebb1d32796808158ff4aa833d1de9f966fd,0
Blue Ribbon Taxi Association Inc.,6723813924a1fa4789745756133395d576526659af850fb5ebfc68caeaedde52a48edfc83e505ce828e9af06a475922ceda1fcccc0b39357f7f6c81d91c20627,1
Blue Ribbon Taxi Association Inc.,6775020216ff4fd219bc6c63d4dcac611945dc862e64789054200b735a6986a928ce10460b97e2d1da47dcf411ae59d1b7a5e14d421cdb8014d4981b77eea741,1
Blue Ribbon Taxi Association Inc.,684618a744e304e71cff13d01bb6866e6ef7f56a40636dd47535d23f0137de0d55e854d06657c68789bd83d88d761c51d5535c45a53c4d39e8dd3af684015778,1
Blue Ribbon Taxi Association Inc.,6846e52c91964fe1e7d8a8cab3d816375a8f33e081b45118c9d8b500248b69a494266e15df94795e2f8bb816987fbf788ec208a233b2f994127ee8f0fef4c4db,1
Blue Ribbon Taxi Association Inc.,6848fb65d081cae1ae77f1828f6ec5fce4bb75c28a81bcad312a86024d6cddb7743d1357e116853b2a759c2c6b34f794c166bef5ebbeb91ecc0c9dd72b73d3b6,1
Blue Ribbon Taxi Association Inc.,685f20ea39f1cf45133b08eb29c6d4531ebcf24bb2d0f1b0bf5e2eb5b5a9b564f09e3c1016d0029a7c0896977c08309a37db0790015a5a3ebdd8071f6bd51e40,1
Blue Ribbon Taxi Association Inc.,68b1dbcd1b4b3cc1b45547ae53d83546eafb067ccb651d3d1a9abedf1ee70659bd02eb7675b78f9ad4e2da4c59c3c306d812ed7516435908d2c3fdc0e73cc424,1
Blue Ribbon Taxi Association Inc.,68c0b0fe56f003592510e294a16c54e16f88bbbccb3ad0c04289e010a4e6c9949d92e005d985b97d7a569856e21b1a8dd0888baed4c9d0c75069ca8e544a401a,0
Blue Ribbon Taxi Association Inc.,68e19b1900a5a4e8193b45649935a261ceb26c8e01d1dcd08bbd9b78930fbcac1a323716936fb8baa6507d24e796aac4b9458cbf484d8a56499f7a8da3e03a74,1
Blue Ribbon Taxi Association Inc.,694178ac0e9d49d771533714167b350fda81343996252d5e857a2354d56193e47af0b4dd165c910a553e6b130de684e3bb4917dc5359fc7566d7d3abcb56cbb9,1
Blue Ribbon Taxi Association Inc.,69972752c4aa6b4cfbc60a6e89eb015574ee93bc24863af0a961429edbcef59a1fad78f1007684960f47a1a1dbb1885a801729f4dbacd10af174b4c81c9e2c78,1
Blue Ribbon Taxi Association Inc.,699d7d0fda1b14c3729b94e7fe96d2bb39839704732b53650ae548627fb2345a70fd917f8328ed21ae6e8baa1281c7a137655f6d887b278924e68839aa4ced21,0
Blue Ribbon Taxi Association Inc.,6aa3f90cecc3f6ab317e8ae42ebedd78f9790c65439d550ce61f5de5e3fa149af12a473d741f4d9161e9ee6f2c2162f44f3f834636390e5f41d625c959e61b78,0
Blue Ribbon Taxi Association Inc.,6b2e4002ec8dde7f10daa5babb2cbeebf8847f38d5cf0d4fc16e7a8248a2cfe9c0ceee6883f7f699a03df374c0541bf7d02b491fb913c82b3887ed23b1aa54bc,0
Blue Ribbon Taxi Association Inc.,6b6f2ce183a7e77eef94b47c394a3406b38810e76267db09fb51587939b5177027149488f831905f2008ad3dc3528e193ae17cc419ea0de09df614e93a09aeed,1
Blue Ribbon Taxi Association Inc.,6bc86d0773a8bde9059c6432ee858c700969dff8842219c26fcf5d1c98c52edd34de471f889da080e175f997d6a2529f82bedae6b882840c2ba619945d26b905,0
Blue Ribbon Taxi Association Inc.,6c2ccc3f98dce377ad6fb8a7ada8db56c3707731c239df96d6460359973068677706b16ceed52f598386ab946527e809ffd82f9bafb18629d2a1ab2b6313b90a,0
Blue Ribbon Taxi Association Inc.,6cd36e78d46e7b447902efa4a4c0dab65ac862ff4dcbefa432fbc042360d1d68eb08a727b57a8f78bf8a4b8e9dd097f3c7ce06368484f7aaae5e144a2703a952,1
Blue Ribbon Taxi Association Inc.,6d54d44f2f1efbae655ecdd87c179aef972a641d5cb08ada6842bb2614de30ae68e187e859904106147db52ed276392cacaef560a619afd63da5e8b1df6dd1f4,0
Blue Ribbon Taxi Association Inc.,6e8cc952dbe40d51249748b596e855c402119c0af01d6fba11fdd0d5bf769ad3ca2aaa891c3ffadb6ae93cfd33044118bbe86a386f939ccfbca34871567bee85,1
Blue Ribbon Taxi Association Inc.,6f64b961a31cc71941561033d6fdb3f27d7858f9a2794defbd473ce9547be073c4baa7eeb12303fde7bf53adb0c8f80f98666bb741ad3a2d23d930fa268dcc36,1
Blue Ribbon Taxi Association Inc.,6fd459ffaac2670ce6a096faf040b54b265ba8e619befa0f6e0b32de3ea7396d0c9632a2b9bea05ae309bcfc2c233aab67ba594425b7760d8eacd40702fc952c,0
Blue Ribbon Taxi Association Inc.,6fddf42c6f6cf22bcced14d3520b8218488737fe3d6212dec084fe8dfef93716398a986cb89d87847e5a4ae1ceeea0b10216bb529bee923cea36b38d1e6f9a1d,1
